bundle,type,place,date
ru.alfabank.mobile.android,finance|apps_movers_shakers,7,2020-11-27 12:31:47.132635
ru.alfabank.mobile.android,finance|apps_topselling_paid,0,2020-11-27 12:31:47.489136
ru.alfabank.mobile.android,finance|apps_topselling_free,7,2020-11-28 12:31:54.49667
ru.alfabank.mobile.android,finance|apps_topgrossing,0,2020-11-28 12:31:55.745538
ru.alfabank.mobile.android,finance|apps_movers_shakers,26,2020-11-28 12:31:57.259401
ru.alfabank.mobile.android,finance|apps_topselling_paid,0,2020-11-28 12:31:57.655156
ru.alfabank.mobile.android,finance|apps_topselling_free,7,2020-11-29 12:32:08.693332
ru.alfabank.mobile.android,finance|apps_topgrossing,0,2020-11-29 12:32:09.876507
ru.alfabank.mobile.android,finance|apps_movers_shakers,32,2020-11-29 12:32:11.28688
ru.alfabank.mobile.android,finance|apps_topselling_paid,0,2020-11-29 12:32:11.681981
com.lingualeo.android,education|apps_topselling_free,48,2020-11-30 09:56:21.420314
com.lingualeo.android,education|apps_topgrossing,2,2020-11-30 09:56:25.459032
com.lingualeo.android,education|apps_movers_shakers,0,2020-11-30 09:56:27.187719
com.lingualeo.android,education|apps_topselling_paid,0,2020-11-30 09:56:28.242478
me.mycake,education|apps_topselling_free,4,2020-11-30 10:15:45.901024
com.duolingo,education|apps_topselling_free,7,2020-11-30 10:15:46.156326
com.busuu.android.enc,education|apps_topselling_free,37,2020-11-30 10:15:46.271994
com.memrise.android.memrisecompanion,education|apps_topselling_free,214,2020-11-30 10:15:49.663333
com.busuu.android.enc,education|apps_topgrossing,10,2020-11-30 10:15:49.77374
me.mycake,education|apps_topgrossing,0,2020-11-30 10:15:50.225177
com.duolingo,education|apps_topgrossing,6,2020-11-30 10:15:50.522572
com.busuu.android.enc,education|apps_movers_shakers,0,2020-11-30 10:15:51.448813
me.mycake,education|apps_movers_shakers,0,2020-11-30 10:15:51.854506
com.duolingo,education|apps_movers_shakers,0,2020-11-30 10:15:52.230311
com.busuu.android.enc,education|apps_topselling_paid,0,2020-11-30 10:15:52.503591
me.mycake,education|apps_topselling_paid,0,2020-11-30 10:15:52.837584
com.duolingo,education|apps_topselling_paid,0,2020-11-30 10:15:53.166192
com.memrise.android.memrisecompanion,education|apps_topgrossing,13,2020-11-30 10:15:53.273698
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-11-30 10:15:54.97534
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-11-30 10:15:55.966882
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,236,2020-11-30 10:20:00.049396
com.quizlet.quizletandroid,education|apps_topselling_free,49,2020-11-30 10:20:00.261918
com.atistudios.mondly.languages,education|apps_topselling_free,325,2020-11-30 10:20:00.453182
com.wlingua.curso,education|apps_topselling_free,0,2020-11-30 10:20:01.355557
com.ewa.ewaapp,education|apps_topselling_free,23,2020-11-30 10:20:01.695043
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,19,2020-11-30 10:20:03.577781
com.quizlet.quizletandroid,education|apps_topgrossing,26,2020-11-30 10:20:03.657156
com.atistudios.mondly.languages,education|apps_topgrossing,24,2020-11-30 10:20:03.944807
com.wlingua.curso,education|apps_topgrossing,0,2020-11-30 10:20:04.78416
com.ewa.ewaapp,education|apps_topgrossing,5,2020-11-30 10:20:05.002195
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-11-30 10:20:05.157219
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-11-30 10:20:05.207892
com.atistudios.mondly.languages,education|apps_movers_shakers,0,2020-11-30 10:20:05.619431
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-11-30 10:20:06.092241
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-11-30 10:20:06.194041
com.wlingua.curso,education|apps_movers_shakers,0,2020-11-30 10:20:06.322373
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-11-30 10:20:06.519759
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-11-30 10:20:06.577171
com.wlingua.curso,education|apps_topselling_paid,0,2020-11-30 10:20:07.223917
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-11-30 10:20:07.429368
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,223,2020-12-01 06:51:13.348508
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,21,2020-12-01 06:51:16.729145
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-01 06:51:18.183498
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-01 06:51:19.064701
com.ewa.ewaapp,education|apps_topselling_free,19,2020-12-01 06:54:48.353649
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-01 06:54:53.025027
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-12-01 06:54:55.20266
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-01 06:54:56.349419
com.atistudios.mondly.languages,education|apps_topselling_free,303,2020-12-01 06:57:51.812696
com.atistudios.mondly.languages,education|apps_topgrossing,25,2020-12-01 06:57:55.208381
com.atistudios.mondly.languages,education|apps_movers_shakers,0,2020-12-01 06:57:56.609075
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-01 06:57:57.457957
com.wlingua.curso,education|apps_topselling_free,0,2020-12-01 07:00:53.979188
com.wlingua.curso,education|apps_topgrossing,0,2020-12-01 07:00:57.32911
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-01 07:00:58.75015
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-01 07:00:59.605305
com.quizlet.quizletandroid,education|apps_topselling_free,48,2020-12-01 07:03:54.349742
com.quizlet.quizletandroid,education|apps_topgrossing,29,2020-12-01 07:03:57.880219
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-01 07:03:59.278023
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-01 07:04:00.129006
com.memrise.android.memrisecompanion,education|apps_topselling_free,185,2020-12-01 07:06:54.233707
com.memrise.android.memrisecompanion,education|apps_topgrossing,11,2020-12-01 07:06:57.546526
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-01 07:06:58.966823
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-01 07:06:59.789569
com.busuu.android.enc,education|apps_topselling_free,40,2020-12-01 07:09:54.178934
com.busuu.android.enc,education|apps_topgrossing,9,2020-12-01 07:09:57.444683
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-01 07:09:58.864078
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-01 07:09:59.723395
com.duolingo,education|apps_topselling_free,7,2020-12-01 07:18:30.797155
com.duolingo,education|apps_topgrossing,6,2020-12-01 07:18:34.394478
com.duolingo,education|apps_movers_shakers,0,2020-12-01 07:18:35.829554
com.duolingo,education|apps_topselling_paid,0,2020-12-01 07:18:36.737059
me.mycake,education|apps_topselling_free,4,2020-12-01 07:21:29.162927
me.mycake,education|apps_topgrossing,0,2020-12-01 07:21:32.806857
me.mycake,education|apps_movers_shakers,0,2020-12-01 07:21:34.23922
